"Name","DisplayName","Alias","PrimarySmtpAddress"
"[ITO] Mainspring System Ops Team","[ITO] Mainspring System Ops Team","MainspringSystemOpsTeam","MainspringSystemOps@Accruent.com"
"[ITO] Four Rivers Database Ops Team","[ITO] Four Rivers Database Ops Team","FourRiversDatabaseOpsTeam","FourRiversDatabaseOps@Accruent.com"
"[ITO] VFA Database Ops Team","[ITO] VFA Database Ops Team","VFADatabaseOpsTeam","VFADatabaseOps@Accruent.com"
"[ITO] VFA System Ops Team","[ITO] VFA System Ops Team","VFASystemOpsTeam","VFASystemOps@Accruent.com"
"[ITO] SiteFM 3x Database Ops Team","[ITO] SiteFM 3x Database Ops Team","SiteFM3xDatabaseOpsTeam","SiteFM3xDatabaseOps@Accruent.com"
"[ITO] Expesite System Ops Team","[ITO] Expesite System Ops Team","ExpesiteSystemOpsTeam","ExpesiteSystemOps@Accruent.com"
"[ITO] FAMIS System Ops Team","[ITO] FAMIS System Ops Team","FAMISSystemOpsTeam","FAMISSystemOps@Accruent.com"
"[ITO] SiteFM 3x System Ops Team","[ITO] SiteFM 3x System Ops Team","SiteFM3xSystemOpsTeam","SiteFM3xSystemOps@Accruent.com"
"[ITO] SiteFM 4x Database Ops Team","[ITO] SiteFM 4x Database Ops Team","SiteFM4xDatabaseOpsTeam","SiteFM4xDatabaseOps@Accruent.com"
"[ITO] BIGCenter Database Ops Team","[ITO] BIGCenter Database Ops Team","BIGCenterDatabaseOpsTeam","BIGCenterDatabaseOps@Accruent.com"
"[ITO] Four Rivers System Ops Team","[ITO] Four Rivers System Ops Team","FourRiversSystemOpsTeam","FourRiversSystemOps@Accruent.com"
"[ITO] Mainspring Database Ops Team","[ITO] Mainspring Database Ops Team","MainspringDatabaseOpsTeam","MainspringDatabaseOps@Accruent.com"
"[ITO] Siterra Database Ops Team","[ITO] Siterra Database Ops Team","SiterraDatabaseOpsTeam","SiterraDatabaseOps@Accruent.com"
"[ITO] Verisae Database Ops Team","[ITO] Verisae Database Ops Team","VerisaeDatabaseOpsTeam","VerisaeDatabaseOps@Accruent.com"
"[ITO] BIGCenter System Ops Team","[ITO] BIGCenter System Ops Team","BIGCenterSystemOpsTeam","BIGCenterSystemOps@Accruent.com"
"[ITO] Verisae System Ops Team","[ITO] Verisae System Ops Team","VerisaeSystemOpsTeam","VerisaeSystemOps@Accruent.com"
"[ITO] FAMIS Database Ops Team","[ITO] FAMIS Database Ops Team","FAMISDatabaseOpsTeam","FAMISDatabaseOps@Accruent.com"
"[ITO] Evoco Database Ops Team","[ITO] Evoco Database Ops Team","EvocoDatabaseOpsTeam","EvocoDatabaseOps@Accruent.com"
"[ITO] Siterra System Ops Team","[ITO] Siterra System Ops Team","SiterraSystemOpsTeam","SiterraSystemOps@Accruent.com"
"[ITO] Expesite Database Ops Team","[ITO] Expesite Database Ops Team","ExpesiteDatabaseOpsTeam","ExpesiteDatabaseOps@Accruent.com"
"[LX] ops.incident.dl","[LX] ops.incident.dl","_LX_ops.incident.dl","lx_ops.incident.dl@accruent.com"
"[LX] DevTeam","[LX] DevTeam","_LX_DevTeam","lx_development@accruent.com"
"[LX] Dev Alerts Distribution List","[LX] Dev Alerts Distribution List","_LX_DevAlertsDistributionList","lx_dev.alerts.dl@accruent.com"
"[LX] security","[LX] security","_LX_security","lx_Security@accruent.com"
"[LX] CloudOps","[LX] CloudOps","_LX_CloudOps","lx_CloudOps@accruent.com"
"[LX] Train Alerts Distribution","[LX] Train Alerts Distribution","_LX_TrainAlertsDistribution","lx_train.alerts.dl@accruent.com"
"[LX] customersupport@lx","[LX] customersupport@lx","_LX_customersupportlx","lx_customersupport@accruent.com"
"[LX] av.alerts","[LX] av.alerts","_LX_av.alerts","lx_av.alerts@accruent.com"
"[LX] Privacy","[LX] Privacy","_LX_Privacy","lx_privacy@accruent.com"
"[LX] Marketing-DL","[LX] Marketing-DL","_LX_Marketing-DL","lx_marketing@accruent.com"
"[LX] Product Management-DL","[LX] Product Management-DL","_LX_ProductManagement-DL","lx_productmgmt@accruent.com"
"[LX] Demo Alerts Distribution List","[LX] Demo Alerts Distribution List","_LX_DemoAlertsDistributionList","lx_demo.alerts.dl@accruent.com"
"[LX] SupportTeam","[LX] SupportTeam","_LX_SupportTeam","lx_SupportTeam@accruent.com"
"[LX] Production Alerts Distribution","[LX] Production Alerts Distribution","_LX_ProductionAlertsDistribution","lx_prod.alerts.dl@accruent.com"
"[LX] QA Team","[LX] QA Team","_LX_QATeam","lx_QATeam@accruent.com"
"[LX] ITContracts","[LX] ITContracts","_LX_ITContracts","lx_ITContracts@accruent.com"
"[LX] lx-allemployees","[LX] lx-allemployees","_LX_lx-allemployees","lx_lx-allemployees@accruent.com"
"[LX] Test Alerts Distribution List","[LX] Test Alerts Distribution List","_LX_TestAlertsDistributionList","lx_test.alerts.dl@accruent.com"
"[LX] sales@lx","[LX] sales@lx","_LX_saleslx","lx_sales@accruent.com"
"[LX] mention DL","[LX] mention DL","_LX_mentionDL","lx_mention@accruent.com"
"[LX] corporatesales@lx","[LX] corporatesales@lx","_LX_corporatesaleslx","lx_corporatesales@accruent.com"
"[LX] IT Team","[LX] IT Team","_LX_ITTeam","lx_ITTeam@accruent.com"
"[LX] HR Department","[LX] HR Department","_LX_HRDepartment","lx_hr@accruent.com"
"[LX] Managers","[LX] Managers","_LX_Managers","lx_managers@accruent.com"
"[LX] ops.alerts.dl","[LX] ops.alerts.dl","_LX_ops.alerts.dl","lx_OpsAlertsDl@accruent.com"
"[LX] ap","[LX] ap","_LX_ap","lx_ap@accruent.com"
"[LX] old-em","[LX] old-em","_LX_old-em","lx_old-em@accruent.com"
"[LX] Lx Plano","[LX] Lx Plano","_LX_LxPlano","lx_plano@accruent.com"
"[LX] IT Alerts Distribution","[LX] IT Alerts Distribution","_LX_ITAlertsDistribution","lx_it.alerts.dl@accruent.com"
"[LX] Google Suite Users","[LX] Google Suite Users","_LX_GoogleSuiteUsers","lx_googlesuite@accruent.com"
"[LX] Emergency Response Team","[LX] Emergency Response Team","_LX_EmergencyResponseTeam","lx_ERT@accruent.com"
"[LX] ExecutiveTeam","[LX] ExecutiveTeam","_LX_ExecutiveTeam","lx_executiveteam@accruent.com"
"[LX] OperationsTeam","[LX] OperationsTeam","_LX_OperationsTeam","lx_operationsteam@accruent.com"
"[LX] support.lucernex.com.dl","[LX] support.lucernex.com.dl","_LX_support.lucernex.com.dl","lx_support.dl@accruent.com"
"POD | Siterra Foobar","POD | Siterra Foobar","POD_SiterraFoobar","POD_SiterraFoobar@Accruent.com"
"[SAL] Sales Leadership","[SAL] Sales Leadership","SalesLeadership","SalesLeadership@Accruent.com"
"[SAL] Account Health","[SAL] Account Health","AccountHealth","AccountHealth@Accruent.com"
"[SAL] Sales Engineers","[SAL] Sales Engineers","SalesEngineers","SalesEngineers@Accruent.com"
"[SAL] Sales Reps","[SAL] Sales Reps","SalesReps","SalesReps@Accruent.com"
"VFA Dev Team","[ENG] VFA Dev Team","VFADevTeam1","VFADevTeam1@Accruent.com"
"[ENG] VFA Engineering Team","[ENG] VFA Engineering Team","VFAEngineeringTeam","VFAEngineeringTeam@Accruent.com"
"[ENG] VFA Hosting","[ENG] VFA Hosting","ENGVFAHosting","ENGVFAHosting@Accruent.com"
"[ENG] VFA QA Team","[ENG] VFA QA Team","VFAQATeam1","VFAQATeam1@Accruent.com"
"[ENG] VFA Production Release Notification","[ENG] VFA Production Release Notification","VFAProductionReleaseNotification","VFAProductionReleaseNotification@Accruent.com"
"[ENG] VFA Release Management","[ENG] VFA Release Management","VFAReleaseManagement","VFAReleaseManagement@Accruent.com"
"[ENG] VFA Product Leadership Team","[ENG] VFA Product Leadership Team","VFALeadershipTeam1","VFAProductLeadershipTeam@Accruent.com"
"[ENG] VFA Release Notification","[ENG] VFA Release Notification","VFAReleaseNotification","VFAReleaseNotification@Accruent.com"
"[ENG] Mainspring Titans","[ENG] Mainspring Titans","MainspringTitans","MainspringTitans@Accruent.com"
"[SUP] Siterra Support Logging","[SUP] Siterra Support Logging","SiterraSupportLogging","SiterraSupportLogging@Accruent.com"
"Accruent SQL Admin","Accruent SQL Admin","AccSQLAdmin","AccSQLAdmin@accruentatlas.onmicrosoft.com"
"[LX] Engineering Team","[LX] Engineering Team","_LX_EngineeringTeam","_LX_EngineeringTeam@Accruent.com"
"BIG Support Team","[BIG] BIG Support Team","BIGSupportTeam1","BIGSupportTeam1@Accruent.com"
"BIG Dev Team","[BIG] BIGDevTeam","BIGDevTeam","BIGDevTeam@Accruent.com"
"CREEPS Products","[CRE] CREEPSProducts","CREEPSProducts","CREEPSProducts@Accruent.com"
"360FAMIS Product Mgmt","[FAM] 360FAMIS Product Mgmt","360FAMISProductMgmt","360FAMISProductMgmt@Accruent.com"
"Big Product Mgmt","[BIG] BigProductMgmt","BigProductMgmt","BigProductMgmt@Accruent.com"
"CREEPS Engineering","[CRE] CREEPSEngineering","CREEPSEngineering","CREEPSEngineering@Accruent.com"
"CREEPS Support","[CRE] CREEPSsupport","CREEPSsupport","CREEPSsupport@Accruent.com"
"CRE Business Services","[CRE] CRE Business Services","CREBusinessServices","CREBusinessServices@Accruent.com"
"CRE Sales Team","[CRE] CRESalesTeam","CRESalesTeam","CRESalesTeam@Accruent.com"
"CREEPS Services","[CRE] CREEPS Services","CREEPSServices","CREEPSServices@Accruent.com"
"Public Sector Sales Team","[] PublicSectorSalesTeam","PublicSectorSalesTeam","PublicSectorSalesTeam@Accruent.com"
"[CRE] CREAccountMgmt","[CRE] CREAccountMgmt","CREAccountMgmt","CREAccountMgmt@Accruent.com"
"360Facility PS Team","[360] 360FacilityPSTeam","360FacilityPSTeam","360FacilityPSTeam@Accruent.com"
"CREEPS Sales","[CRE] CREEPS_Sales","CREEPS_Sales","CREEPS_Sales@Accruent.com"
"CREEPS All Hands","[CRE] CREEPS All Hands","CREEPSAllHands","CREEPSAllHands@Accruent.com"
"[All]ScrumMasters","[ALL] Scrum Masters","_All_ScrumMasters","all_scrummasters@accruent.com"
"[CRE] CREEPS Proposals","[CRE] CREEPS Proposals","?CRE?CREEPSProposals","creepsproposals@accruent.com"
"[CRE] CREEPS Renewals","[CRE] CREEPS Renewals","?CRE?CREEPSRenewals","creepsrenewals@accruent.com"
"Tech Pubs","[] Tech Pubs","TechPubs","TechPubs@Accruent.com"
"[] Benchmarking","[] Benchmarking","Benchmarking","Benchmarking@Accruent.com"
"[ALL] Contractors as Accruent","[ALL] Contractors as Accruent","ALL_ContractorsasAccruent","contractors@accruent.com"
"vx BI OnCall","vx BI OnCall","vxBIOnCall","vxBIOnCall@Accruent.com"
"[ALL] Mainspring Engineering","[ALL] Mainspring Engineering","MainspringEngineering","MainspringEngineering@Accruent.com"
"vx BI-Reporting OnCall","vx BI-Reporting OnCall","vxBIReportingOnCall","vxBIReportingOnCall@Accruent.com"
"[ENG] Pandas","[ENG] Pandas","?ENG?Pandas","Pandas@accruent.com"
"KWelchTerm","KWelchTerm","KWelchTerm","kwelchterm@accruent.com"
"[RTL] One Retail","[RTL] OneRetail","?RTL?OneRetail","_rtl_oneretail@accruent.com"
"[ITO] Phishing","[ITO] Phishing","?ITO?Phishing","phishing@accruent.com"
"webmaster","webmaster","webmaster","webmaster@accruent.com"
"accruentpride","Accruent Pride","accruentpride","pride@accruent.com"
"Accruent Social","Accruent Social","AccruentSocial","AccruentSocial@Accruent.com"
"Accruent Cares Committee","Accruent Cares Committee","AccruentCaresCommittee","accruentcarescommittee@Accruent.com"
"Empower","Empower","Empower","empower@accruent.com"
"[ALL] Mainspring FTE","[ALL] Mainspring FTE","allmsfte","allmsfte@accruentatlas.onmicrosoft.com"
"[ALL] BlueCielo","[ALL] BlueCielo","AllBlueCielo","AllBlueCielo@accruent.com"
"[ALL] KyKloud","[ALL] KyKloud","AllKyKloud","AllKyKloud@accruent.com"
"[ALL] Mainspring","[ALL] Mainspring","Allatmainspring","Allatmainspring@accruentatlas.onmicrosoft.com"
"[ALL] VFA FTE","[ALL] VFA FTE","allvfafte","allvfafte@accruentatlas.onmicrosoft.com"
"[ALL] VFA Contractors","[ALL] VFA Contractors","allvfacontractors","allvfacontractors@accruentatlas.onmicrosoft.com"
"[ALL] VFA FTE US","[ALL] VFA FTE US","allatvfafteus","allatvfafteus@accruentatlas.onmicrosoft.com"
"[ALL] VFA FTE Austin","[ALL] VFA FTE Austin","allvfafteaustin","allvfafteaustin@accruentatlas.onmicrosoft.com"
"[ALL] Austin FTE - No Execs","[ALL] Austin FTE - No Execs","allataustinnoexecs","allataustinnoexecs@accruent.com"
"[ALL] UK FTE","[ALL] UK FTE","allukfte","allukfte@accruent.com"
"[HOS] SiteFM3xDBAOnCall","[HOS] SiteFM3xDBAOnCall","?ITO?SiteFM3xDBAOnCall","?ITO?SiteFM3xDBAOnCall@accruentatlas.onmicrosoft.com"
"[ITO] Security Team SG","[ITO] Security Team","SecurityTeam","SecurityTeam@Accruent.com"
"Support Vonage Administrators","Support Vonage Administrators","SupportVonageAdministrators","supportVonageadmin@accruent.com"
"[SUP] Kykloud Support Team","[SUP] Kykloud Support Team","?SUP?KykloudSupportTeam","kykloudsupportteam@accruent.com"
"[VER] IT Help","[VER] IT Help","_VER_ITHelp","ver_ithelp@accruent.com"
"[VER] AdminAssistant","[VER] AdminAssistant","_VER_AdminAssistant","ver_adminassist@accruent.com"
"[HOS] SiteFM4xDBAOnCall","[HOS] SiteFM4xDBAOnCall","sitefm4xdbaoncall","sitefm4xdbaoncall@accruentatlas.onmicrosoft.com"
"[HOS] FourRiverDBAOnCall","[HOS] FourRiverDBAOnCall","fourriversdbaoncall","fourriversdbaoncall@accruentatlas.onmicrosoft.com"
"AccruentCares_MPLS","[VER] Accruent Cares Minneapolis","AccruentCares_MPLS","accruentcares_mpls@accruent.com"
"[G2M] G2M Leadership Team","G2M Leadership","?G2M?G2MLeadership","g2mleadership@accruent.com"
"Managers","Managers","managers","managers@Accruent.com"
"[BD] Ian - Business Development","[BD] Ian - Business Development","Ian-BusinessDevelopment","Ian-BusinessDevelopment@Accruent.com"
"[BD] Ethan - Business Development","[BD] Ethan - Business Development","Ethan-BusinessDevelopment","Ethan-BusinessDevelopment@Accruent.com"
"gap siterra","[GAP] Siterra","gapsiterra","gapsiterra@accruent.com"
"MinneapolisAdminAssist","Minneapolis Admin Assist","MinneapolisAdminAssist","adminassist@accruent.com"
"MinneapolisConferenceRooms","Minneapolis Conference Rooms","MinneapolisConferenceRooms","minneapolisconferencerooms@accruent.com"
"AR CRE","AR CRE","ARCRE","ar_cre@accruent.com"
"AR Healthcare","AR Healthcare","ARHealthcare","ar_healthcare@accruent.com"
"AR EdPub","AR EdPub","AREdPub","ar_edpub@accruent.com"
"AR Retail","AR Retail","ARRetail","ar_retail@accruent.com"
"AR Telecom","AR Telecom","ARTelecom","ar_telecom@accruent.com"
"AR Utilities","AR Utilities","ARUtilities","ar_utilities@accruent.com"
"Migrations","Migrations","Migrations","migrations@accruent.com"
"Apple IT Routing Test","Apple IT Routing Test","AppleITRoutingTest","appleitroutingtest@accruent.com"
"Revenue Review","Revenue Review","RevenueReview","revenuereview@accruent.com"
"Accruent Cares Minneapolis","Accruent Cares Minneapolis","msp_accruentcares","msp_accruentcares@accruent.com"
"Ver_DBARemote","Verisae Remote DBA","Ver_DBARemote","Ver_DBARemote@accruent.com"
"[VER] Verisae DBA group","[VER] Verisae DBA group","?VER?VerisaeDBAgroup","ver_verisae_dba@accruent.com"
"Famis Cloud","Famis Cloud","FamisCloud","famiscloud@accruent.com"
"[VER] DB Request","[VER] DB Request","_VER_DBRequest","ver_dbrequest@accruent.com"
"New Castle Conference Rooms","New Castle Conference Rooms","newcastleconferencerooms","newcastleconferencerooms@accruent.com"
"Phoenix Conference Rooms","Phoenix Conference Rooms","PhoenixConferenceRooms","PhoenixConferenceRooms@Accruent.com"
"[LX] SeleniumTeam","[LX] SeleniumTeam","_LX_SeleniumTeam","lx_seleniumteam@accruent.com"
"[ALL] Zoom Users","[ALL] Zoom Users","all_zoomusers","all_zoomusers@accruent.com"
"[BC] Atlanta Master Notification","[BC] Atlanta Master Notification","bc_Atlanta_Master_Notification","bc_Atlanta_Master_Notification@accruent.com"
"[BC] AWE Project","[BC] AWE Project","bc_AWE_Project","bc_AWE_Project@accruent.com"
"[BC] BC Academy","[BC] BC Academy","bc_BC_Academy","bc_BC_Academy@accruent.com"
"[BC] BHV","[BC] BHV","bc_BHV","bc_BHV@accruent.com"
"[BC] BlueCielo DE","[BC] BlueCielo DE","bc_BCDE","bc_BCDE@accruent.com"
"[BC] BlueCielo Global","[BC] BlueCielo Global","bc_BlueCielo_Global","bc_BlueCielo_Global@accruent.com"
"[BC] BlueCielo UK","[BC] BlueCielo UK","bc_BCUK","bc_BCUK@accruent.com"
"[BC] BlueConnect Group","[BC] BlueConnect Group","bc_BlueConnect_Group","bc_BlueConnect_Group@accruent.com"
"[BC] Contract Office","[BC] Contract Office","bc_contract.office","bc_contract.office@accruent.com"
"[BC] DevDays 2017","[BC] DevDays 2017","bc_DevDays2017","bc_devdays2017@accruent.com"
"[BC] DevOps","[BC] DevOps","bc_DevOps","bc_DevOps@accruent.com"
"[BC] Engineering","[BC] Engineering","bc_Engineering","bc_Engineering@accruent.com"
"[BC] Global CRM Users","[BC] Global CRM Users","bc_global_crm_users","bc_global_crm_users@accruent.com"
"[BC] Global Inside Sales","[BC] Global Inside Sales","bc_Global_Inside-Sales","bc_Global_Inside-Sales@accruent.com"
"[BC] Global Marketing","[BC] Global Marketing","bc_Global_Marketing","bc_Global_Marketing@accruent.com"
"[BC] Global Pre-sales","[BC] Global Pre-sales","bc_Global_Pre-sales","bc_Global_Pre-sales@accruent.com"
"[BC] Global Sales","[BC] Global Sales","bc_Global_Sales","bc_Global_Sales@accruent.com"
"[BC] Global Support","[BC] Global Support","bc_Global_Support","bc_Global_Support@accruent.com"
"[BC] Imandra","[BC] Imandra","bc_Imandra","bc_Imandra@accruent.com"
"[BC] IMT group","[BC] IMT group","bc_IMT_group","bc_IMT_group@accruent.com"
"[BC] IT","[BC] IT","bc_it","bc_it@accruent.com"
"[BC] Jobs","[BC] Jobs","bc_jobs","bc_jobs@accruent.com"
"[BC] LaunchTeam","[BC] LaunchTeam","bc_LaunchTeam","bc_launchteam@accruent.com"
"[BC] Meridian Product Management","[BC] Meridian Product Management","bc_meridianproductmanagement","bc_meridianproductmanagement@accruent.com"
"[BC] Meridian360 Development","[BC] Meridian360 Development","bc_Meridian360_Development","bc_Meridian360_Development@accruent.com"
"[BC] NebulaStakeholders","[BC] NebulaStakeholders","bc_nebula.stakeholders","bc_nebula.stakeholders@accruent.com"
"[BC] Office Atlanta","[BC] Office Atlanta","bc_Office_Atlanta","bc_Office_Atlanta@accruent.com"
"[BC] Office Espoo","[BC] Office Espoo","bc_Office_Espoo","bc_Office_Espoo@accruent.com"
"[BC] Office Hoofddorp","[BC] Office Hoofddorp","bc_Office_Hoofddorp","bc_office.hoofddorp@accruent.com"
"[BC] Office Oberhausen","[BC] Office Oberhausen","bc_Office_Oberhausen","bc_Office_Oberhausen@accruent.com"
"[BC] Office Obninsk","[BC] Office Obninsk","bc_Office_Obninsk","bc_Office_Obninsk@accruent.com"
"[BC] Office North America","[BC] Office North America","bc_Office_North_America","bc_Office_North_America@accruent.com"
"[BC] Office Leatherhead","[BC] Office Leatherhead","bc_office_leatherhead","bc_office_leatherhead@accruent.com"
"[BC] Office Latin America","[BC] Office Latin America","bc_Office_Brasil","bc_Office_Brasil@accruent.com"
"[BC] Office Pennsylvania","[BC] Office Pennsylvania","bc_Office_Pennsylvania","bc_Office_Pennsylvania@accruent.com"
"[BC] Office Singapore","[BC] Office Singapore","bc_office_singapore","bc_office_singapore@accruent.com"
"[BC] Office UK","[BC] Office UK","bc_office_UK","bc_office_UK@accruent.com"
"[BC] Operations_owners","[BC] Operations_owners","bc_operations_owners","bc_operations_owners@accruent.com"
"[BC] P1 Escalations","[BC] P1 Escalations","bc_p1_escalations","bc_p1_escalations@accruent.com"
"[BC] purchase","[BC] purchase","bc_purchase","bc_purchase@accruent.com"
"[BC] Research and Development Finland","[BC] Research and Development Finland","bc_Research_and_Development_Finland","bc_Research_and_Development_Finland@accruent.com"
"[BC] Research and Development Hoofddorp","[BC] Research and Development Hoofddorp","bc_Research_and_Development_Hoofddorp","bc_Research_and_Development_Hoofddorp@accruent.com"
"[BC] Research and Development North America","[BC] Research and Development North America","bc_Research_and_Development_NorthAmerica","bc_Research_and_Development_NorthAmerica@accruent.com"
"[BC] Research and Development Obninsk","[BC] Research and Development Obninsk","bc_Research_and_Development_Obninsk","bc_Research_and_Development_Obninsk@accruent.com"
"[BC] SaaS Finland","[BC] SaaS Finland","bc_saas.finland","bc_saas.finland@accruent.com"
"[BC] Sales APAC","[BC] Sales APAC","bc_sales_apac","bc_sales_apac@accruent.com"
"[BC] Sales EMEA","[BC] Sales EMEA","bc_sales_emea","bc_sales_emea@accruent.com"
"[BC] Sales Latin America","[BC] Sales Latin America","bc_sales_latin_america","bc_sales_latin_america@accruent.com"
"[BC] Sales North America","[BC] Sales North America","bc_Sales_NA","bc_Sales_NA@accruent.com"
"[BC] Services Latin America","[BC] Services Latin America","bc_Services_Brasil","bc_Services_Brasil@accruent.com"
"[BC] Services North America","[BC] Services North America","bc_Services_USA","bc_Services_USA@accruent.com"
"[BC] SupportInt","[BC] SupportInt","bc_SupportInt","bc_SupportInt@accruent.com"
"[BC] Support Gerdau","[BC] Support Gerdau","bc_SupportGerdau","bc_support.gerdau@accruent.com"
"[BC] Services EMEA","[BC] Services EMEA","bc_Services_EMEA","bc_Services_EMEA@accruent.com"
"[BC] Services Finland","[BC] Services Finland","bc_services_finland","bc_services_finland@accruent.com"
"BlueCielo Room List","BlueCielo Room List","BlueCieloRoomList","blueCieloRoomList@accruent.com"
"[KKD] Newcastle","[KKD] Newcastle","kykloud.head.office","kykloud.head.office@accruent.com"
"Lucernex Hosting OnCall","Lucernex Hosting OnCall","lucernexhostingoncall","lucernexhostingoncall@Accruent.com"
"Lucernex DBA OnCall","Lucernex DBA OnCall","lucernexdbaoncall","lucernexdbaoncall@Accruent.com"
"Accruentsystems DBA OnCall","Accruentsystems DBA OnCall","accsysdbaoncall","accsysdbaoncall@Accruent.com"
"Accruentsystems Hosting OnCall","Accruentsystems Hosting OnCall","accsyshostingoncall","accsyshostingoncall@Accruent.com"
"ctv_info","[CTV] Info","ctv_info","ctv_info@accruent.com"
"ctv_webinar","[CTV] Webinar","ctv_webinar","ctv_webinar@accruent.com"
"ctv_webex","[CTV] WebEx","ctv_webex","ctv_webex@accruent.com"
"ctv_success","[CTV] Customer Success","ctv_success","ctv_success@accruent.com"
"ctv_sop","[CTV] Sales Ops","ctv_sop","ctv_sop@accruent.com"
"ctv_screquest","[CTV] SC Request","ctv_screquest","ctv_screquest@accruent.com"
"ctv_sales","[CTV] Sales","ctv_sales","ctv_sales@accruent.com"
"ctv_product","[CTV] Product Management","ctv_product","ctv_product@accruent.com"
"ctv_pr","[CTV] Media Relations","ctv_pr","ctv_pr@accruent.com"
"ctv_marketing","[CTV] Marketing","ctv_marketing","ctv_marketing@accruent.com"
"ctv_legal","[CTV] Legal","ctv_legal","ctv_legal@accruent.com"
"ctv_hr","[CTV] HR","ctv_hr","ctv_hr@accruent.com"
"ctv_domain.admins","[CTV] Domain Admins","ctv_domain.admins","ctv_domain.admins@accruent.com"
"ctv_dev","[CTV] Develoment","ctv_dev","ctv_dev@accruent.com"
"ctv_ar","[CTV] Accounts Receivable","ctv_ar","ctv_ar@accruent.com"
"ctv_apple","[CTV] Connectiv AppleID","ctv_apple","ctv_apple@accruent.com"
"ctv_ap","[CTV] Accounts Payable","ctv_ap","ctv_ap@accruent.com"
"DropboxComms","Dropbox Comms","dropboxcomms","dropboxcomms@accruent.com"
"CFOORG","CFO Org","cfoorg","cfoorg@accruent.com"
"Mainspring Release","Mainspring Release","mainspring_release","mainspringrelease@accruent.com"
"ConnectivSupportTeam","Connectiv Support Team","ConnectivSupportTeam","connectivsupportteam@accruent.com"
"Analytics Hosting OnCall","Analytics Hosting OnCall","analyticshostingoncall","analyticshostingoncall@Accruent.com"
"[LX] Lx Training","[LX] Lx Training","?LX?LxTraining","lxtraining@accruent.com"
"StatusHub_SSO_SG","StatusHub_SSO_SG","StatusHub_SSO_SG","StatusHub_SSO_SG@accruentatlas.onmicrosoft.com"
"Support T2_Plus","Support T2_Plus","supportT2Plus","supportT2Plus@accruentatlas.onmicrosoft.com"
"Analytics Alert","Analytics Alert","analytics_alert","analytics_alert@accruentatlas.onmicrosoft.com"
"seALIM","seALIM","seALIM","sealim@accruent.com"
"[LX] Lucernex PS","[LX] Lucernex PS","?LX?LucernexPS","lx_lucernexps@accruent.com"
"All at Accruent","All at Accruent","allataccruent","allataccruent@accruent.com"
"[LX] Services PMs","[LX] Services PMs","?LX?ServicesPMs","LxServicesPM@accruent.com"
"[ENG] Mainspring Cyborgs","[ENG] Mainspring Cyborgs","?ENG?MainspringCyborgs","MainspringCyborgs@accruent.com"
"[ENG] Mainspring Spartans","[ENG] Mainspring Spartans","?ENG?MainspringSpartans","MainspringSpartans@accruent.com"
"SQL Database Ops Team","SQL Database Ops Team","SQLDatabaseOps","SQLDatabaseOps@accruentatlas.onmicrosoft.com"
"Oracle Database Ops Team","Oracle Database Ops Team","OracleDatabaseOps","OracleDatabaseOps@accruentatlas.onmicrosoft.com"
"SQL System Ops Team","SQL System Ops Team","SQLSystemOps","SQLSystemOps@accruentatlas.onmicrosoft.com"
"OracleSystemOps","OracleSystemOps","OracleSystemOps","OracleSystemOps@accruentatlas.onmicrosoft.com"
"Oracle Cloud Ops Team","Oracle Cloud Ops Team","OracleCloudOps","OracleCloudOps@accruentatlas.onmicrosoft.com"
"SQL Cloud Ops Team","SQL Cloud Ops Team","SQLCloudOps","SQLCloudOps@accruentatlas.onmicrosoft.com"
"360facilityProjectManagers","360 Facility Project Managers","360facilityProjectManagers","360facilityProjectManagers@accruent.com"
"[it]NHtest","[IT] NHtest","NHtask","NHtask@Accruent.com"
"[ALL] EMS Software","[ALL] EMS Software","AllEMSSoftware","AllEMSSoftware@accruent.com"
"HC Leadersip","HC Leadership","HCLeadersip","hcleadership@accruent.com"
"Greenmonkeys","Greenmonkeys","Greenmonkeys1","greenmonkeys@accruent.com"
"Proposals","Proposals","Proposals1","proposals@accruentatlas.onmicrosoft.com"
"PS RTL Leadership","PS RTL Leadership","PSRTLLeadership","rtlpsleadership@accruent.com"
"IOT Escalations","IOT Escalations","iotescalations","iotescalations@accruent.com"
"Heathcare PM","Heathcare PM","HeathcarePM","heathcarepm@accruent.com"
"Healthcare PM","Healthcare PM","HealthcarePM","healthcarepm@accruent.com"
"[SP] ACPT RO","[SP] ACPT RO","_SP_ACPTRO","ACPTRO@accruent.com"
"[ALL] Maintenance Connection","[ALL] Maintenance Connection","allmaintenanceconnection","allmaintenanceconnection@accruent.com"
"[ITO] AWS Administrators","[ITO] AWS Administrators","?ITO?AWSAdministrators","awsadministrators@accruent.com"
"[BC] seInternational","[BC] seInternational","?BC?seInternational","seinternational@accruent.com"
"[ALL] BC FTE Emailers","[ALL] BC FTE Emailers","BC_FTE_Emailers","BC_FTE_Emailers@accruentatlas.onmicrosoft.com"
"[ALL] KyK FTE Emailers","[ALL] KyK FTE Emailers","KyK_FTE_Emailers","KyK_FTE_Emailers@accruentatlas.onmicrosoft.com"
"Cody's Distro","Cody's Distro","codydistro","codydistro@accruent.com"
"ITtest","ITtest","ITtest","ITtesting@accruent.com"
"[ENG] ConnectivDev","[ENG] ConnectivDev","?ENG?ConnectivDev","connectivdev@accruent.com"
